ID,City,Price,Day,Room Type,Person Capacity,Superhost,Multiple Rooms,Business,Cleanliness Rating,Guest Satisfaction,Bedrooms,City Center (km),Metro Distance (km)
16170,Budapest,€ 179.54,Weekend,Entire home/apt,4,FALSE,1,0,10,94,1,1.61,0.42
16171,Budapest,€ 343.33,Weekend,Entire home/apt,4,TRUE,0,0,10,100,1,0.22,0.16
16172,Budapest,€ 160.03,Weekend,Entire home/apt,2,TRUE,0,0,10,98,1,0.51,0.16
16173,Budapest,€ 136.77,Weekend,Entire home/apt,2,TRUE,1,0,10,100,0,2.27,0.31
16174,Budapest,€ 201.86,Weekend,Entire home/apt,3,FALSE,0,0,9,93,1,1.12,0.04
16175,Budapest,€ 104.34,Weekend,Entire home/apt,2,FALSE,0,1,9,96,1,2.01,0.40
16176,Budapest,€ 271.18,Weekend,Entire home/apt,6,FALSE,0,0,9,94,2,1.70,0.45
16177,Budapest,€ 233.12,Weekend,Entire home/apt,6,TRUE,1,0,10,98,2,1.88,0.18
16178,Budapest,€ 222.78,Weekend,Entire home/apt,4,TRUE,0,1,9,96,2,1.57,0.27
16179,Budapest,€ 310.66,Weekend,Entire home/apt,5,FALSE,0,1,9,83,2,2.75,0.44
16180,Budapest,€ 75.67,Weekend,Private room,2,FALSE,1,0,9,90,1,2.75,1.02
16181,Budapest,€ 133.24,Weekend,Entire home/apt,3,TRUE,0,0,10,98,0,4.69,1.29
16182,Budapest,€ 147.34,Weekend,Entire home/apt,2,FALSE,0,1,4,60,0,2.46,0.55
16183,Budapest,€ 254.97,Weekend,Entire home/apt,4,FALSE,0,0,10,93,1,0.85,0.23
16184,Budapest,€ 248.16,Weekend,Entire home/apt,2,FALSE,0,1,9,100,1,0.92,0.22
16185,Budapest,€ 144.76,Weekend,Private room,4,TRUE,1,0,10,100,1,1.48,0.57
16186,Budapest,€ 285.05,Weekend,Entire home/apt,4,TRUE,1,0,10,100,2,0.94,0.20
16187,Budapest,€ 105.51,Weekend,Entire home/apt,2,FALSE,0,1,8,83,1,2.12,0.27
16188,Budapest,€ 295.62,Weekend,Entire home/apt,5,FALSE,1,0,10,99,2,0.15,0.10
16189,Budapest,€ 370.82,Weekend,Entire home/apt,6,FALSE,0,1,10,95,2,0.31,0.30
16190,Budapest,€ 110.21,Weekend,Entire home/apt,2,FALSE,0,1,8,85,1,2.05,0.20
16191,Budapest,€ 158.15,Weekend,Entire home/apt,3,FALSE,1,0,10,99,1,1.91,0.31
16192,Budapest,€ 591.01,Weekend,Entire home/apt,4,FALSE,0,1,10,99,2,0.60,0.23
16193,Budapest,€ 129.25,Weekend,Entire home/apt,4,FALSE,0,0,9,95,2,1.81,0.32
16194,Budapest,€ 173.90,Weekend,Entire home/apt,2,TRUE,1,0,10,98,0,0.49,0.16
16195,Budapest,€ 92.82,Weekend,Private room,2,FALSE,0,1,8,85,1,1.71,0.36
16196,Budapest,€ 173.66,Weekend,Entire home/apt,2,FALSE,0,1,10,80,0,0.48,0.24
16197,Budapest,€ 92.82,Weekend,Private room,2,FALSE,0,1,8,89,1,1.71,0.36
16198,Budapest,€ 92.82,Weekend,Private room,2,FALSE,0,1,8,86,1,1.71,0.36
16199,Budapest,€ 92.82,Weekend,Private room,2,FALSE,0,1,9,87,1,1.71,0.36
16200,Budapest,€ 179.77,Weekend,Entire home/apt,6,FALSE,1,0,10,96,2,1.68,0.38
16201,Budapest,€ 129.72,Weekend,Entire home/apt,3,TRUE,0,0,10,98,1,1.56,0.49
16202,Budapest,€ 210.79,Weekend,Entire home/apt,6,TRUE,0,1,9,89,2,1.48,0.25
16203,Budapest,€ 201.16,Weekend,Entire home/apt,4,TRUE,0,0,10,100,1,0.43,0.15
16204,Budapest,€ 201.16,Weekend,Entire home/apt,4,FALSE,0,1,9,92,2,1.05,0.40
16205,Budapest,€ 451.90,Weekend,Entire home/apt,6,FALSE,0,1,9,89,2,1.50,0.24
16206,Budapest,€ 178.36,Weekend,Entire home/apt,2,TRUE,0,0,10,99,1,0.43,0.34
16207,Budapest,€ 177.19,Weekend,Entire home/apt,2,FALSE,1,0,9,87,1,1.89,0.06
16208,Budapest,€ 123.14,Weekend,Private room,2,FALSE,0,0,9,93,2,2.89,0.31
16209,Budapest,€ 243.46,Weekend,Entire home/apt,4,TRUE,1,0,9,96,1,0.23,0.13
16210,Budapest,€ 212.44,Weekend,Entire home/apt,2,TRUE,1,0,10,97,0,0.29,0.19
16211,Budapest,€ 162.38,Weekend,Private room,2,TRUE,1,0,10,97,1,2.40,0.60
16212,Budapest,€ 162.38,Weekend,Entire home/apt,6,FALSE,0,0,9,93,2,1.34,0.27
16213,Budapest,€ 71.91,Weekend,Private room,2,TRUE,1,0,10,99,1,7.44,2.47
16214,Budapest,€ 68.38,Weekend,Private room,2,TRUE,1,0,10,96,1,7.26,2.37
16215,Budapest,€ 156.04,Weekend,Entire home/apt,3,TRUE,0,0,10,97,1,2.59,0.59
16216,Budapest,€ 148.28,Weekend,Entire home/apt,4,FALSE,0,1,9,92,1,0.63,0.37
16217,Budapest,€ 159.80,Weekend,Entire home/apt,4,FALSE,0,1,9,95,1,0.71,0.22
16218,Budapest,€ 504.30,Weekend,Entire home/apt,6,TRUE,0,1,10,95,3,0.91,0.29
16219,Budapest,€ 215.73,Weekend,Entire home/apt,6,TRUE,1,0,10,98,3,0.81,0.46
16220,Budapest,€ 505.01,Weekend,Entire home/apt,5,TRUE,0,0,10,97,2,2.35,0.74
16221,Budapest,€ 289.98,Weekend,Private room,4,FALSE,0,0,10,80,1,1.38,0.22
16222,Budapest,€ 326.17,Weekend,Entire home/apt,4,TRUE,0,1,10,95,1,0.61,0.22
16223,Budapest,€ 165.20,Weekend,Entire home/apt,4,FALSE,0,1,10,98,1,1.20,0.07
16224,Budapest,€ 165.20,Weekend,Entire home/apt,5,FALSE,0,1,10,98,2,1.22,0.09
16225,Budapest,€ 114.91,Weekend,Entire home/apt,4,FALSE,0,1,10,96,1,1.71,0.38
16226,Budapest,€ 227.71,Weekend,Entire home/apt,3,TRUE,0,0,10,98,0,0.71,0.16
16227,Budapest,€ 264.37,Weekend,Entire home/apt,6,FALSE,1,0,8,91,2,0.13,0.22
16228,Budapest,€ 195.75,Weekend,Entire home/apt,3,FALSE,0,1,10,97,1,0.55,0.18
16229,Budapest,€ 113.50,Weekend,Entire home/apt,2,TRUE,0,0,10,100,1,2.30,0.46
16230,Budapest,€ 304.79,Weekend,Entire home/apt,4,FALSE,0,1,10,87,1,0.10,0.19
16231,Budapest,€ 63.21,Weekend,Entire home/apt,2,TRUE,0,0,10,99,1,11.72,3.74
16232,Budapest,€ 237.11,Weekend,Entire home/apt,6,FALSE,0,1,9,96,2,0.24,0.13
16233,Budapest,€ 215.73,Weekend,Entire home/apt,6,FALSE,0,0,9,94,2,1.17,0.23
16234,Budapest,€ 125.72,Weekend,Entire home/apt,4,FALSE,0,0,10,100,2,2.14,0.58
16235,Budapest,€ 231.71,Weekend,Entire home/apt,3,FALSE,0,1,8,86,0,0.78,0.16
16236,Budapest,€ 139.12,Weekend,Entire home/apt,3,TRUE,1,0,10,96,1,0.42,0.25
16237,Budapest,€ 164.50,Weekend,Entire home/apt,4,TRUE,0,1,10,98,1,1.89,0.39
16238,Budapest,€ 204.21,Weekend,Entire home/apt,4,TRUE,0,1,10,98,2,1.80,0.41
16239,Budapest,€ 159.09,Weekend,Entire home/apt,4,TRUE,1,0,10,96,1,0.90,0.48
16240,Budapest,€ 208.68,Weekend,Entire home/apt,3,TRUE,0,1,10,99,1,0.76,0.41
16241,Budapest,€ 150.87,Weekend,Entire home/apt,2,TRUE,0,1,10,99,0,1.23,0.20
16242,Budapest,€ 154.16,Weekend,Entire home/apt,2,TRUE,0,1,10,99,0,1.12,0.23
16243,Budapest,€ 161.44,Weekend,Entire home/apt,4,TRUE,0,1,9,96,1,2.23,0.41
16244,Budapest,€ 156.51,Weekend,Entire home/apt,2,TRUE,0,1,9,92,1,1.25,0.59
16245,Budapest,€ 254.97,Weekend,Entire home/apt,4,TRUE,0,1,10,100,2,1.99,0.55
16246,Budapest,€ 81.07,Weekend,Private room,2,TRUE,1,0,10,96,1,7.81,0.75
16247,Budapest,€ 695.35,Weekend,Private room,4,FALSE,0,1,10,100,1,1.06,0.33
16248,Budapest,€ 237.11,Weekend,Entire home/apt,4,FALSE,0,1,10,97,2,2.31,0.63
16249,Budapest,€ 182.12,Weekend,Entire home/apt,3,FALSE,0,0,9,88,1,0.79,0.24
16250,Budapest,€ 264.37,Weekend,Entire home/apt,6,FALSE,0,0,10,100,2,1.63,0.38
16251,Budapest,€ 165.20,Weekend,Entire home/apt,4,TRUE,1,0,10,99,1,0.89,0.42
16252,Budapest,€ 116.09,Weekend,Entire home/apt,2,TRUE,1,0,9,92,1,0.76,0.41
16253,Budapest,€ 116.09,Weekend,Private room,3,TRUE,1,0,9,98,1,2.36,0.61
16254,Budapest,€ 172.72,Weekend,Entire home/apt,4,FALSE,0,1,9,97,1,0.79,0.39
16255,Budapest,€ 148.99,Weekend,Entire home/apt,4,TRUE,1,0,10,98,1,1.79,0.07
16256,Budapest,€ 153.92,Weekend,Entire home/apt,2,FALSE,1,0,9,92,1,2.21,0.36
16257,Budapest,€ 219.72,Weekend,Entire home/apt,3,TRUE,0,0,10,98,2,1.08,0.17
16258,Budapest,€ 219.96,Weekend,Entire home/apt,5,FALSE,0,1,10,100,1,2.26,0.36
16259,Budapest,€ 116.09,Weekend,Entire home/apt,4,FALSE,1,0,10,100,1,2.37,0.57
16260,Budapest,€ 173.90,Weekend,Entire home/apt,4,TRUE,1,0,10,97,1,0.84,0.31
16261,Budapest,€ 237.11,Weekend,Entire home/apt,6,TRUE,1,0,10,100,2,1.67,0.26
16262,Budapest,€ 150.87,Weekend,Entire home/apt,2,TRUE,1,0,9,93,1,1.73,0.25
16263,Budapest,€ 158.15,Weekend,Entire home/apt,4,TRUE,1,0,10,96,1,1.56,0.38
16264,Budapest,€ 157.45,Weekend,Private room,4,TRUE,0,1,9,96,1,1.92,0.38
16265,Budapest,€ 157.45,Weekend,Private room,2,TRUE,0,1,9,95,1,2.08,0.61
16266,Budapest,€ 157.45,Weekend,Private room,4,TRUE,0,1,10,94,1,1.97,0.50
16267,Budapest,€ 176.72,Weekend,Entire home/apt,2,FALSE,1,0,10,95,1,0.55,0.36
16268,Budapest,€ 204.92,Weekend,Entire home/apt,2,FALSE,0,1,10,95,1,0.59,0.06
16269,Budapest,€ 242.28,Weekend,Entire home/apt,4,FALSE,0,1,10,95,1,0.59,0.06
16270,Budapest,€ 120.55,Weekend,Entire home/apt,2,FALSE,0,1,9,93,1,1.37,0.42
16271,Budapest,€ 121.73,Weekend,Entire home/apt,2,FALSE,0,1,9,95,1,1.32,0.43
16272,Budapest,€ 121.73,Weekend,Entire home/apt,5,FALSE,0,1,10,96,2,1.21,0.31
16273,Budapest,€ 204.21,Weekend,Entire home/apt,3,FALSE,0,1,10,90,1,2.14,0.49
16274,Budapest,€ 123.84,Weekend,Entire home/apt,4,FALSE,0,1,9,97,0,0.67,0.27
16275,Budapest,€ 133.71,Weekend,Entire home/apt,5,FALSE,1,0,10,90,2,2.79,0.68
16276,Budapest,€ 73.08,Weekend,Private room,2,TRUE,1,0,10,99,1,7.46,2.44
16277,Budapest,€ 125.96,Weekend,Entire home/apt,4,FALSE,0,0,10,100,2,2.52,0.62
16278,Budapest,€ 236.64,Weekend,Entire home/apt,4,TRUE,1,0,10,100,1,0.88,0.26
16279,Budapest,€ 159.80,Weekend,Entire home/apt,4,TRUE,0,0,10,100,1,2.63,0.39
16280,Budapest,€ 154.63,Weekend,Entire home/apt,3,FALSE,0,0,10,85,1,0.95,0.35
16281,Budapest,€ 61.57,Weekend,Private room,2,TRUE,1,0,10,96,0,8.04,4.44
16282,Budapest,€ 154.63,Weekend,Entire home/apt,2,TRUE,0,0,10,100,1,2.55,0.22
16283,Budapest,€ 70.26,Weekend,Private room,2,FALSE,0,0,10,98,1,4.64,1.18
16284,Budapest,€ 122.20,Weekend,Entire home/apt,4,TRUE,1,0,9,93,0,1.05,0.13
16285,Budapest,€ 173.90,Weekend,Entire home/apt,2,TRUE,1,0,10,96,1,0.96,0.34
16286,Budapest,€ 349.91,Weekend,Entire home/apt,6,FALSE,0,1,10,98,2,0.59,0.06
16287,Budapest,€ 80.60,Weekend,Entire home/apt,5,FALSE,0,0,10,98,2,10.53,2.65
16288,Budapest,€ 231.71,Weekend,Entire home/apt,4,FALSE,0,1,9,87,1,0.88,0.32
16289,Budapest,€ 104.34,Weekend,Private room,2,FALSE,0,0,6,100,1,1.99,0.20
16290,Budapest,€ 180.71,Weekend,Entire home/apt,4,TRUE,1,0,9,91,1,1.08,0.13
16291,Budapest,€ 271.18,Weekend,Entire home/apt,4,TRUE,0,1,10,99,1,0.69,0.22
16292,Budapest,€ 207.50,Weekend,Entire home/apt,6,FALSE,0,1,8,90,1,0.54,0.06
16293,Budapest,€ 97.52,Weekend,Private room,2,FALSE,0,1,10,94,1,0.32,0.19
16294,Budapest,€ 111.39,Weekend,Entire home/apt,6,FALSE,1,0,10,94,3,2.42,0.46
16295,Budapest,€ 195.75,Weekend,Entire home/apt,2,TRUE,0,1,10,98,1,2.17,0.41
16296,Budapest,€ 150.63,Weekend,Entire home/apt,4,FALSE,0,0,8,87,1,1.91,0.48
16297,Budapest,€ 301.50,Weekend,Entire home/apt,6,TRUE,0,0,10,96,1,0.70,0.15
16298,Budapest,€ 193.64,Weekend,Entire home/apt,4,TRUE,0,0,10,98,2,1.98,0.13
16299,Budapest,€ 258.97,Weekend,Entire home/apt,4,FALSE,0,1,10,100,2,1.94,0.20
16300,Budapest,€ 434.51,Weekend,Entire home/apt,6,FALSE,1,0,10,84,2,0.42,0.27
16301,Budapest,€ 119.38,Weekend,Entire home/apt,3,FALSE,1,0,9,94,1,2.61,0.54
16302,Budapest,€ 237.11,Weekend,Entire home/apt,3,FALSE,0,1,10,94,1,0.61,0.06
16303,Budapest,€ 215.73,Weekend,Entire home/apt,6,FALSE,0,0,10,100,2,4.76,1.43
16304,Budapest,€ 188.94,Weekend,Entire home/apt,2,TRUE,0,1,10,97,1,0.51,0.37
16305,Budapest,€ 159.80,Weekend,Entire home/apt,4,FALSE,1,0,7,65,2,0.33,0.25
16306,Budapest,€ 235.23,Weekend,Entire home/apt,4,FALSE,0,0,9,97,1,1.08,0.32
16307,Budapest,€ 193.87,Weekend,Entire home/apt,3,TRUE,0,0,9,96,1,2.07,0.26
16308,Budapest,€ 351.08,Weekend,Entire home/apt,3,FALSE,0,1,10,95,1,0.45,0.26
16309,Budapest,€ 215.73,Weekend,Entire home/apt,4,FALSE,0,1,10,88,2,0.63,0.20
16310,Budapest,€ 313.01,Weekend,Entire home/apt,4,TRUE,0,0,10,100,2,1.01,0.21
16311,Budapest,€ 409.13,Weekend,Entire home/apt,4,FALSE,0,1,10,90,1,1.75,0.22
16312,Budapest,€ 279.41,Weekend,Entire home/apt,2,FALSE,0,1,10,80,0,1.97,0.18
16313,Budapest,€ 576.21,Weekend,Entire home/apt,6,FALSE,0,1,10,80,2,1.98,0.20
16314,Budapest,€ 251.68,Weekend,Entire home/apt,4,TRUE,1,0,9,98,2,0.76,0.36
16315,Budapest,€ 157.68,Weekend,Entire home/apt,3,FALSE,0,1,9,89,1,0.65,0.16
16316,Budapest,€ 291.16,Weekend,Entire home/apt,6,FALSE,1,0,9,94,2,1.05,0.13
16317,Budapest,€ 152.51,Weekend,Entire home/apt,2,FALSE,0,1,9,94,0,1.79,0.07
16318,Budapest,€ 145.23,Weekend,Entire home/apt,2,FALSE,0,1,9,93,0,1.79,0.07
16319,Budapest,€ 221.13,Weekend,Entire home/apt,2,FALSE,0,1,10,93,0,0.60,0.32
16320,Budapest,€ 454.25,Weekend,Entire home/apt,6,FALSE,0,0,10,91,2,1.57,0.43
16321,Budapest,€ 123.84,Weekend,Private room,2,FALSE,1,0,10,92,1,2.68,0.74
16322,Budapest,€ 132.30,Weekend,Entire home/apt,2,FALSE,0,0,10,84,1,2.36,0.46
16323,Budapest,€ 164.50,Weekend,Entire home/apt,4,FALSE,1,0,9,94,0,1.03,0.12
16324,Budapest,€ 104.57,Weekend,Entire home/apt,4,FALSE,0,0,10,92,1,1.63,0.40
16325,Budapest,€ 146.64,Weekend,Entire home/apt,6,TRUE,0,1,8,89,3,1.81,0.39
16326,Budapest,€ 154.86,Weekend,Entire home/apt,3,TRUE,1,0,10,99,0,0.45,0.23
16327,Budapest,€ 139.12,Weekend,Private room,2,FALSE,1,0,10,96,1,1.36,0.21
16328,Budapest,€ 269.77,Weekend,Entire home/apt,4,TRUE,1,0,10,100,2,1.21,0.21
16329,Budapest,€ 214.55,Weekend,Entire home/apt,4,FALSE,0,1,9,90,2,0.39,0.14
16330,Budapest,€ 442.73,Weekend,Entire home/apt,4,FALSE,0,1,9,92,2,1.07,0.34
16331,Budapest,€ 169.67,Weekend,Entire home/apt,4,TRUE,0,1,9,96,1,2.70,0.22
16332,Budapest,€ 169.67,Weekend,Entire home/apt,4,TRUE,0,1,9,95,1,2.73,0.17
16333,Budapest,€ 169.67,Weekend,Entire home/apt,4,TRUE,0,1,10,97,1,2.71,0.15
16334,Budapest,€ 140.29,Weekend,Entire home/apt,4,TRUE,0,1,10,96,1,0.84,0.42
16335,Budapest,€ 169.67,Weekend,Entire home/apt,4,TRUE,0,1,9,95,1,2.59,0.11
16336,Budapest,€ 169.67,Weekend,Entire home/apt,4,TRUE,0,1,8,97,1,2.68,0.13
16337,Budapest,€ 169.67,Weekend,Entire home/apt,4,TRUE,0,1,9,95,1,2.73,0.20
16338,Budapest,€ 169.67,Weekend,Entire home/apt,4,TRUE,0,1,10,96,1,2.61,0.10
16339,Budapest,€ 249.10,Weekend,Entire home/apt,4,FALSE,1,0,9,90,1,2.21,0.36
16340,Budapest,€ 269.54,Weekend,Entire home/apt,6,TRUE,0,1,10,98,2,2.79,0.26
16341,Budapest,€ 304.79,Weekend,Entire home/apt,3,FALSE,0,1,10,95,0,1.26,0.37
16342,Budapest,€ 139.12,Weekend,Entire home/apt,4,FALSE,1,0,9,86,1,0.87,0.25
16343,Budapest,€ 267.89,Weekend,Entire home/apt,6,TRUE,0,1,9,94,2,2.75,0.31
16344,Budapest,€ 267.89,Weekend,Entire home/apt,6,TRUE,0,1,9,89,2,2.64,0.07
16345,Budapest,€ 158.86,Weekend,Entire home/apt,4,TRUE,0,1,10,100,1,2.81,0.27
16346,Budapest,€ 169.67,Weekend,Entire home/apt,4,TRUE,0,1,9,96,1,2.76,0.28
16347,Budapest,€ 169.67,Weekend,Entire home/apt,4,TRUE,0,1,10,90,1,2.67,0.10
16348,Budapest,€ 155.33,Weekend,Entire home/apt,4,TRUE,0,1,9,93,1,2.72,0.25
16349,Budapest,€ 155.33,Weekend,Entire home/apt,4,TRUE,0,1,10,95,1,2.75,0.24
16350,Budapest,€ 312.07,Weekend,Entire home/apt,4,FALSE,0,1,9,100,2,0.56,0.07
16351,Budapest,€ 362.60,Weekend,Entire home/apt,6,FALSE,0,1,10,94,2,1.87,0.37
16352,Budapest,€ 344.97,Weekend,Entire home/apt,6,FALSE,0,1,10,98,2,1.80,0.44
16353,Budapest,€ 278.47,Weekend,Entire home/apt,6,FALSE,0,1,9,97,2,1.44,0.27
16354,Budapest,€ 382.34,Weekend,Entire home/apt,6,TRUE,0,1,10,98,3,1.03,0.19
16355,Budapest,€ 353.43,Weekend,Entire home/apt,4,FALSE,0,0,10,100,1,7.33,1.31
16356,Budapest,€ 262.02,Weekend,Entire home/apt,6,FALSE,0,1,10,93,1,1.80,0.46
16357,Budapest,€ 123.84,Weekend,Entire home/apt,5,FALSE,0,1,9,92,1,2.46,0.64
16358,Budapest,€ 316.77,Weekend,Entire home/apt,4,TRUE,0,0,10,95,2,0.56,0.28
16359,Budapest,€ 379.52,Weekend,Entire home/apt,6,FALSE,0,1,9,92,2,0.15,0.09
16360,Budapest,€ 160.03,Weekend,Private room,2,TRUE,1,0,9,96,1,0.61,0.11
16361,Budapest,€ 272.36,Weekend,Entire home/apt,3,FALSE,0,1,10,90,1,1.36,0.37
16362,Budapest,€ 154.63,Weekend,Entire home/apt,4,FALSE,0,0,9,97,1,2.11,0.58
16363,Budapest,€ 162.38,Weekend,Entire home/apt,4,FALSE,0,1,7,77,1,0.90,0.31
16364,Budapest,€ 172.72,Weekend,Entire home/apt,4,FALSE,0,0,8,100,1,1.59,0.38
16365,Budapest,€ 191.05,Weekend,Entire home/apt,2,TRUE,0,0,10,95,0,1.43,0.38
16366,Budapest,€ 234.53,Weekend,Entire home/apt,6,FALSE,0,1,9,91,3,1.78,0.46
16367,Budapest,€ 260.61,Weekend,Entire home/apt,4,FALSE,1,0,10,84,1,1.30,0.18
16368,Budapest,€ 154.63,Weekend,Entire home/apt,4,FALSE,1,0,10,100,1,2.54,0.66
16369,Budapest,€ 235.23,Weekend,Entire home/apt,2,FALSE,0,1,8,85,0,1.00,0.13
16370,Budapest,€ 304.79,Weekend,Entire home/apt,4,FALSE,0,1,9,93,1,1.81,0.16
16371,Budapest,€ 216.67,Weekend,Entire home/apt,5,TRUE,0,0,9,92,1,0.36,0.24
16372,Budapest,€ 129.25,Weekend,Entire home/apt,2,FALSE,0,0,10,100,1,1.73,0.32
16373,Budapest,€ 307.14,Weekend,Entire home/apt,4,FALSE,0,0,10,100,1,0.18,0.07
16374,Budapest,€ 233.59,Weekend,Entire home/apt,4,TRUE,0,1,8,90,1,0.82,0.36
16375,Budapest,€ 215.96,Weekend,Entire home/apt,4,FALSE,0,1,9,92,2,1.44,0.32
16376,Budapest,€ 228.42,Weekend,Entire home/apt,3,FALSE,1,0,10,100,1,1.58,0.34
16377,Budapest,€ 193.87,Weekend,Entire home/apt,3,FALSE,1,0,9,100,1,1.74,0.37
16378,Budapest,€ 203.98,Weekend,Entire home/apt,2,FALSE,0,1,9,100,1,0.35,0.20
16379,Budapest,€ 248.63,Weekend,Entire home/apt,4,FALSE,0,0,9,93,1,2.14,0.53
16380,Budapest,€ 266.48,Weekend,Entire home/apt,6,FALSE,0,0,10,89,1,0.46,0.18
16381,Budapest,€ 455.89,Weekend,Entire home/apt,4,FALSE,0,1,7,82,2,1.12,0.34
16382,Budapest,€ 216.67,Weekend,Entire home/apt,4,TRUE,0,1,10,95,1,1.05,0.13
16383,Budapest,€ 139.12,Weekend,Entire home/apt,3,FALSE,0,1,10,97,1,1.53,0.06
16384,Budapest,€ 308.31,Weekend,Entire home/apt,4,FALSE,0,0,9,92,1,0.92,0.33
16385,Budapest,€ 173.66,Weekend,Entire home/apt,3,FALSE,0,1,8,83,0,0.68,0.18
16386,Budapest,€ 182.36,Weekend,Entire home/apt,4,FALSE,0,1,9,92,1,0.95,0.35
16387,Budapest,€ 121.26,Weekend,Entire home/apt,4,FALSE,1,0,10,100,3,2.46,0.66
16388,Budapest,€ 196.22,Weekend,Entire home/apt,2,FALSE,0,0,8,80,0,1.64,0.45
16389,Budapest,€ 133.01,Weekend,Entire home/apt,4,FALSE,0,0,10,100,1,1.35,0.38
16390,Budapest,€ 173.90,Weekend,Entire home/apt,4,TRUE,1,0,10,95,2,1.22,0.24
16391,Budapest,€ 162.38,Weekend,Entire home/apt,2,TRUE,1,0,9,94,1,1.27,0.14
16392,Budapest,€ 179.77,Weekend,Entire home/apt,3,FALSE,0,0,10,100,1,1.04,0.09
16393,Budapest,€ 235.23,Weekend,Entire home/apt,3,FALSE,0,1,8,80,0,1.67,0.29
16394,Budapest,€ 428.87,Weekend,Entire home/apt,4,FALSE,0,0,9,87,2,2.11,0.50
16395,Budapest,€ 285.05,Weekend,Entire home/apt,4,TRUE,1,0,10,99,2,0.90,0.23
16396,Budapest,€ 289.75,Weekend,Entire home/apt,4,FALSE,0,1,10,88,1,0.72,0.10
16397,Budapest,€ 203.98,Weekend,Entire home/apt,2,FALSE,0,1,9,97,1,0.88,0.26
16398,Budapest,€ 248.16,Weekend,Entire home/apt,4,FALSE,0,1,10,100,1,0.49,0.14
16399,Budapest,€ 319.83,Weekend,Entire home/apt,4,FALSE,0,0,10,100,2,0.64,0.13
16400,Budapest,€ 150.40,Weekend,Entire home/apt,2,TRUE,0,1,10,100,0,2.20,0.40
16401,Budapest,€ 231.94,Weekend,Entire home/apt,2,FALSE,0,1,9,100,1,1.46,0.34
16402,Budapest,€ 169.67,Weekend,Entire home/apt,4,TRUE,0,1,10,96,1,2.81,0.30
16403,Budapest,€ 233.59,Weekend,Entire home/apt,4,FALSE,0,0,9,93,1,1.53,0.40
16404,Budapest,€ 372.00,Weekend,Entire home/apt,4,TRUE,1,0,10,98,2,1.38,0.28
16405,Budapest,€ 188.70,Weekend,Entire home/apt,3,FALSE,0,0,9,93,0,0.53,0.32
16406,Budapest,€ 192.46,Weekend,Entire home/apt,6,FALSE,1,0,10,100,3,1.95,0.46
16407,Budapest,€ 134.42,Weekend,Entire home/apt,5,FALSE,0,0,9,96,2,3.41,0.66
16408,Budapest,€ 120.32,Weekend,Entire home/apt,2,FALSE,1,0,10,100,1,3.71,0.95
16409,Budapest,€ 244.16,Weekend,Entire home/apt,6,FALSE,0,1,9,100,2,0.76,0.18
16410,Budapest,€ 147.58,Weekend,Entire home/apt,2,TRUE,0,1,10,100,1,0.70,0.22
16411,Budapest,€ 235.47,Weekend,Entire home/apt,3,TRUE,0,1,10,98,1,1.02,0.41
16412,Budapest,€ 134.42,Weekend,Entire home/apt,6,FALSE,0,0,7,75,2,3.56,0.65
16413,Budapest,€ 301.50,Weekend,Entire home/apt,6,FALSE,0,0,10,100,2,0.43,0.23
16414,Budapest,€ 173.90,Weekend,Entire home/apt,4,TRUE,0,1,10,98,1,1.96,0.47
16415,Budapest,€ 208.68,Weekend,Entire home/apt,6,FALSE,0,0,10,90,2,3.32,1.01
16416,Budapest,€ 134.42,Weekend,Entire home/apt,4,FALSE,0,0,9,93,1,0.40,0.29
16417,Budapest,€ 185.65,Weekend,Entire home/apt,4,FALSE,0,0,10,84,0,2.42,0.45
16418,Budapest,€ 109.27,Weekend,Entire home/apt,4,FALSE,0,0,8,90,1,8.86,0.94
16419,Budapest,€ 199.04,Weekend,Entire home/apt,4,FALSE,1,0,9,90,1,1.09,0.36
16420,Budapest,€ 149.93,Weekend,Entire home/apt,4,TRUE,0,1,9,100,1,2.73,0.52
16421,Budapest,€ 200.45,Weekend,Entire home/apt,4,FALSE,1,0,9,90,1,0.30,0.20
16422,Budapest,€ 171.55,Weekend,Entire home/apt,4,FALSE,0,0,9,90,1,0.75,0.22
16423,Budapest,€ 215.96,Weekend,Entire home/apt,4,FALSE,0,1,8,91,2,0.78,0.30
16424,Budapest,€ 54.52,Weekend,Private room,2,FALSE,0,0,10,97,1,7.20,3.58
16425,Budapest,€ 145.93,Weekend,Entire home/apt,6,FALSE,1,0,10,100,2,2.33,0.71
16426,Budapest,€ 162.38,Weekend,Entire home/apt,3,FALSE,0,1,9,94,0,0.49,0.29
16427,Budapest,€ 162.38,Weekend,Entire home/apt,2,FALSE,0,1,8,87,0,0.45,0.32
16428,Budapest,€ 231.71,Weekend,Entire home/apt,6,TRUE,1,0,10,100,3,1.41,0.22
16429,Budapest,€ 179.77,Weekend,Entire home/apt,6,FALSE,0,1,7,85,2,0.73,0.11
16430,Budapest,€ 260.61,Weekend,Entire home/apt,4,FALSE,1,0,8,100,1,0.41,0.22
16431,Budapest,€ 200.92,Weekend,Private room,2,FALSE,0,1,9,97,1,0.47,0.28
16432,Budapest,€ 148.75,Weekend,Entire home/apt,5,FALSE,1,0,9,100,1,2.87,0.93
16433,Budapest,€ 260.38,Weekend,Entire home/apt,6,FALSE,0,1,10,93,2,1.91,0.28
