ID,City,Price,Day,Room Type,Person Capacity,Superhost,Multiple Rooms,Business,Cleanliness Rating,Guest Satisfaction,Bedrooms,City Center (km),Metro Distance (km)
1156,Amsterdam,€ 613.27,Weekend,Entire home/apt,4,FALSE,1,0,9,84,1,0.23,0.46
1157,Amsterdam,€ 249.57,Weekend,Private room,2,TRUE,0,0,10,98,1,5.84,3.83
1158,Amsterdam,€ 430.25,Weekend,Entire home/apt,2,FALSE,0,0,10,97,1,3.03,0.91
1159,Amsterdam,€ 403.07,Weekend,Entire home/apt,2,TRUE,0,0,10,97,1,2.80,1.71
1160,Amsterdam,€ 442.67,Weekend,Private room,2,FALSE,0,0,9,84,1,0.49,0.12
1161,Amsterdam,€ 977.43,Weekend,Entire home/apt,4,FALSE,1,0,9,93,2,0.70,0.61
1162,Amsterdam,€ 522.34,Weekend,Entire home/apt,2,TRUE,0,0,9,96,2,3.85,0.70
1163,Amsterdam,"€ 1,179.90",Weekend,Entire home/apt,4,FALSE,1,0,10,99,3,1.50,0.21
1164,Amsterdam,€ 583.74,Weekend,Entire home/apt,2,TRUE,0,0,10,99,1,2.57,1.47
1165,Amsterdam,€ 374.94,Weekend,Private room,4,FALSE,0,1,6,88,1,0.94,0.73
1166,Amsterdam,€ 372.37,Weekend,Private room,2,FALSE,0,0,10,97,1,3.89,0.66
1167,Amsterdam,€ 479.23,Weekend,Shared room,2,TRUE,0,0,10,96,1,1.38,0.08
1168,Amsterdam,€ 454.85,Weekend,Entire home/apt,2,TRUE,0,0,10,98,1,2.28,1.83
1169,Amsterdam,€ 614.44,Weekend,Entire home/apt,2,FALSE,0,0,10,97,1,5.25,1.45
1170,Amsterdam,€ 493.99,Weekend,Entire home/apt,2,FALSE,0,0,9,91,1,1.43,0.13
1171,Amsterdam,€ 602.02,Weekend,Entire home/apt,2,FALSE,1,0,10,99,1,2.01,1.80
1172,Amsterdam,€ 675.84,Weekend,Entire home/apt,4,FALSE,0,0,9,94,1,1.63,1.76
1173,Amsterdam,€ 399.55,Weekend,Entire home/apt,2,TRUE,0,0,10,97,1,9.34,0.38
1174,Amsterdam,€ 368.62,Weekend,Private room,2,FALSE,0,0,10,96,1,0.35,0.50
1175,Amsterdam,€ 209.03,Weekend,Private room,2,TRUE,1,0,10,97,1,4.69,3.63
1176,Amsterdam,€ 209.03,Weekend,Private room,2,TRUE,1,0,10,98,1,4.61,3.63
1177,Amsterdam,€ 640.45,Weekend,Entire home/apt,2,FALSE,0,0,9,96,1,1.73,0.50
1178,Amsterdam,€ 165.91,Weekend,Private room,2,TRUE,0,0,10,97,1,11.20,0.43
1179,Amsterdam,€ 209.03,Weekend,Private room,2,FALSE,1,0,10,98,1,4.69,3.60
1180,Amsterdam,€ 934.08,Weekend,Private room,4,FALSE,1,0,10,96,1,1.12,0.38
1181,Amsterdam,€ 234.57,Weekend,Private room,2,FALSE,1,0,9,88,1,2.48,1.33
1182,Amsterdam,€ 227.31,Weekend,Private room,2,FALSE,0,0,9,94,1,6.06,1.75
1183,Amsterdam,€ 489.30,Weekend,Private room,2,FALSE,1,0,10,91,1,0.79,0.73
1184,Amsterdam,€ 410.56,Weekend,Private room,2,FALSE,1,0,8,80,1,0.93,0.78
1185,Amsterdam,€ 987.04,Weekend,Entire home/apt,4,FALSE,0,0,10,97,2,5.90,1.94
1186,Amsterdam,€ 217.70,Weekend,Private room,2,TRUE,0,0,10,93,1,7.02,0.22
1187,Amsterdam,€ 946.50,Weekend,Entire home/apt,4,TRUE,0,0,10,98,2,0.37,0.17
1188,Amsterdam,"€ 1,557.43",Weekend,Entire home/apt,4,TRUE,0,0,9,98,2,0.75,0.81
1189,Amsterdam,€ 317.06,Weekend,Private room,2,TRUE,0,0,10,99,1,3.40,1.51
1190,Amsterdam,€ 594.52,Weekend,Entire home/apt,4,FALSE,0,0,10,97,3,10.06,0.22
1191,Amsterdam,"€ 1,290.51",Weekend,Entire home/apt,4,FALSE,0,0,10,96,2,0.73,0.45
1192,Amsterdam,"€ 1,043.52",Weekend,Entire home/apt,4,TRUE,0,0,9,96,2,2.85,0.73
1193,Amsterdam,"€ 1,044.69",Weekend,Entire home/apt,2,FALSE,0,0,10,98,1,3.00,1.63
1194,Amsterdam,€ 310.97,Weekend,Entire home/apt,2,FALSE,0,0,9,94,1,3.57,2.62
1195,Amsterdam,€ 295.27,Weekend,Entire home/apt,2,FALSE,0,0,9,92,1,4.67,2.98
1196,Amsterdam,€ 414.31,Weekend,Entire home/apt,2,FALSE,1,0,10,93,1,2.37,0.36
1197,Amsterdam,€ 307.22,Weekend,Entire home/apt,2,FALSE,0,0,7,82,0,4.16,0.10
1198,Amsterdam,"€ 3,005.41",Weekend,Entire home/apt,4,FALSE,0,0,9,95,4,1.62,1.40
1199,Amsterdam,€ 539.45,Weekend,Entire home/apt,2,FALSE,0,0,10,98,1,3.78,0.92
1200,Amsterdam,€ 491.65,Weekend,Entire home/apt,3,TRUE,0,0,10,98,1,2.32,0.13
1201,Amsterdam,"€ 1,376.75",Weekend,Entire home/apt,4,TRUE,0,1,10,93,2,1.93,1.59
1202,Amsterdam,€ 415.49,Weekend,Entire home/apt,4,TRUE,1,0,10,98,1,5.04,1.73
1203,Amsterdam,€ 467.04,Weekend,Entire home/apt,2,TRUE,0,0,10,97,1,1.97,0.23
1204,Amsterdam,€ 630.38,Weekend,Entire home/apt,4,TRUE,0,0,10,99,2,7.82,0.35
1205,Amsterdam,€ 251.92,Weekend,Private room,2,TRUE,0,0,10,95,1,3.60,2.46
1206,Amsterdam,€ 405.88,Weekend,Private room,2,TRUE,0,0,10,97,1,1.50,0.23
1207,Amsterdam,€ 264.34,Weekend,Private room,2,FALSE,0,0,10,97,0,3.72,1.56
1208,Amsterdam,€ 897.05,Weekend,Entire home/apt,2,TRUE,0,0,10,100,1,1.81,0.52
1209,Amsterdam,€ 295.03,Weekend,Private room,2,FALSE,0,0,9,90,1,0.65,0.35
1210,Amsterdam,€ 467.04,Weekend,Entire home/apt,2,FALSE,0,0,10,97,1,1.41,1.38
1211,Amsterdam,€ 744.73,Weekend,Entire home/apt,2,FALSE,0,0,10,92,0,2.68,1.84
1212,Amsterdam,€ 275.35,Weekend,Private room,2,TRUE,1,0,10,94,1,2.06,1.56
1213,Amsterdam,€ 568.98,Weekend,Private room,4,TRUE,1,0,10,97,2,1.79,1.87
1214,Amsterdam,€ 424.16,Weekend,Entire home/apt,2,FALSE,0,0,10,97,1,3.34,0.65
1215,Amsterdam,€ 675.84,Weekend,Entire home/apt,2,TRUE,0,0,10,97,1,1.23,0.49
1216,Amsterdam,€ 909.47,Weekend,Entire home/apt,4,TRUE,1,0,10,98,2,2.62,0.43
1217,Amsterdam,€ 264.10,Weekend,Private room,2,TRUE,0,0,10,98,1,2.85,1.07
1218,Amsterdam,€ 196.61,Weekend,Private room,2,TRUE,1,0,10,97,1,10.72,0.45
1219,Amsterdam,€ 700.44,Weekend,Entire home/apt,4,TRUE,0,0,9,97,2,4.93,1.01
1220,Amsterdam,€ 307.22,Weekend,Private room,2,FALSE,0,0,10,99,1,3.82,2.64
1221,Amsterdam,€ 675.84,Weekend,Entire home/apt,2,FALSE,0,0,10,94,1,3.37,2.14
1222,Amsterdam,€ 516.25,Weekend,Entire home/apt,3,FALSE,0,0,9,97,1,3.14,2.27
1223,Amsterdam,€ 496.80,Weekend,Entire home/apt,2,TRUE,0,0,10,98,1,1.58,1.20
1224,Amsterdam,€ 442.67,Weekend,Entire home/apt,2,FALSE,0,0,10,100,1,1.68,0.20
1225,Amsterdam,"€ 1,155.53",Weekend,Entire home/apt,4,TRUE,0,0,10,98,2,2.43,0.24
1226,Amsterdam,"€ 1,473.77",Weekend,Entire home/apt,4,TRUE,0,0,10,99,3,1.25,0.94
1227,Amsterdam,€ 780.35,Weekend,Entire home/apt,2,FALSE,0,0,10,100,1,2.87,0.67
1228,Amsterdam,€ 276.52,Weekend,Private room,2,TRUE,1,0,10,96,1,7.72,3.25
1229,Amsterdam,€ 587.73,Weekend,Entire home/apt,4,FALSE,0,0,10,96,2,1.78,1.60
1230,Amsterdam,€ 430.25,Weekend,Entire home/apt,2,FALSE,0,0,10,98,1,2.31,1.51
1231,Amsterdam,"€ 1,175.22",Weekend,Entire home/apt,4,FALSE,0,0,9,98,3,2.06,0.13
1232,Amsterdam,€ 798.63,Weekend,Entire home/apt,4,FALSE,1,0,8,87,2,0.22,0.26
1233,Amsterdam,"€ 3,638.13",Weekend,Entire home/apt,4,FALSE,0,0,10,97,3,0.72,0.19
1234,Amsterdam,€ 479.46,Weekend,Entire home/apt,3,FALSE,0,0,9,92,1,2.01,1.48
1235,Amsterdam,€ 934.08,Weekend,Entire home/apt,2,TRUE,1,0,10,99,1,1.15,1.28
1236,Amsterdam,€ 484.15,Weekend,Private room,2,FALSE,0,0,8,91,1,0.23,0.44
1237,Amsterdam,€ 706.77,Weekend,Entire home/apt,2,TRUE,0,0,10,100,1,1.06,0.74
1238,Amsterdam,€ 639.05,Weekend,Entire home/apt,4,FALSE,1,0,10,94,2,1.84,1.58
1239,Amsterdam,€ 639.05,Weekend,Private room,5,TRUE,1,0,10,99,2,1.09,1.21
1240,Amsterdam,"€ 1,020.08",Weekend,Entire home/apt,4,TRUE,0,0,9,96,2,1.39,0.13
1241,Amsterdam,"€ 1,192.32",Weekend,Entire home/apt,4,FALSE,0,0,10,98,2,0.71,0.90
1242,Amsterdam,€ 798.63,Weekend,Entire home/apt,2,TRUE,0,0,10,99,1,3.42,1.17
1243,Amsterdam,€ 952.83,Weekend,Entire home/apt,4,FALSE,0,0,10,98,3,3.39,0.86
1244,Amsterdam,€ 614.44,Weekend,Private room,2,FALSE,1,0,8,78,1,3.68,0.63
1245,Amsterdam,€ 802.38,Weekend,Entire home/apt,4,TRUE,0,0,10,97,1,2.06,1.06
1246,Amsterdam,"€ 1,069.29",Weekend,Entire home/apt,4,FALSE,0,0,10,98,3,3.77,1.53
1247,Amsterdam,€ 265.51,Weekend,Private room,2,TRUE,0,0,10,97,1,4.78,0.99
1248,Amsterdam,€ 328.31,Weekend,Private room,3,FALSE,0,0,8,85,2,5.90,2.10
1249,Amsterdam,"€ 1,163.26",Weekend,Entire home/apt,4,TRUE,1,0,10,99,2,0.53,0.36
1250,Amsterdam,€ 280.27,Weekend,Private room,2,FALSE,0,0,10,92,1,2.41,1.34
1251,Amsterdam,€ 553.04,Weekend,Entire home/apt,4,TRUE,0,0,10,100,1,2.21,1.80
1252,Amsterdam,€ 522.34,Weekend,Private room,2,FALSE,1,0,10,97,1,1.10,0.35
1253,Amsterdam,€ 614.44,Weekend,Entire home/apt,2,FALSE,0,0,10,98,1,2.38,0.37
1254,Amsterdam,€ 663.65,Weekend,Entire home/apt,2,FALSE,0,0,8,80,1,3.60,0.57
1255,Amsterdam,€ 279.10,Weekend,Private room,2,FALSE,1,0,9,96,1,3.02,0.52
1256,Amsterdam,"€ 1,044.69",Weekend,Entire home/apt,2,FALSE,0,0,10,100,1,0.76,0.74
1257,Amsterdam,€ 384.79,Weekend,Private room,2,FALSE,1,0,9,93,1,4.14,2.84
1258,Amsterdam,€ 589.83,Weekend,Entire home/apt,2,FALSE,0,0,9,96,1,0.91,0.70
1259,Amsterdam,€ 405.88,Weekend,Entire home/apt,2,FALSE,1,0,10,89,1,3.64,0.44
1260,Amsterdam,"€ 2,556.89",Weekend,Entire home/apt,6,TRUE,1,0,10,99,3,0.97,1.10
1261,Amsterdam,€ 985.63,Weekend,Entire home/apt,2,FALSE,0,0,10,97,1,2.12,1.51
1262,Amsterdam,"€ 1,214.12",Weekend,Entire home/apt,4,FALSE,0,0,9,93,0,1.94,1.57
1263,Amsterdam,€ 305.81,Weekend,Private room,4,TRUE,0,0,10,96,1,3.71,0.22
1264,Amsterdam,€ 297.38,Weekend,Private room,2,TRUE,0,0,9,87,1,4.72,0.73
1265,Amsterdam,€ 553.04,Weekend,Entire home/apt,4,TRUE,1,0,10,99,1,4.46,0.41
1266,Amsterdam,"€ 1,229.11",Weekend,Entire home/apt,4,FALSE,1,0,8,80,2,4.02,0.61
1267,Amsterdam,€ 251.92,Weekend,Private room,2,FALSE,0,0,8,87,1,2.43,0.31
1268,Amsterdam,€ 562.89,Weekend,Private room,4,FALSE,0,0,10,96,1,0.96,0.99
1269,Amsterdam,€ 903.62,Weekend,Entire home/apt,4,FALSE,1,0,10,100,2,2.22,0.15
1270,Amsterdam,€ 244.42,Weekend,Private room,2,FALSE,1,0,10,90,1,1.26,1.13
1271,Amsterdam,€ 221.45,Weekend,Private room,2,TRUE,1,0,10,100,1,10.85,0.76
1272,Amsterdam,€ 482.98,Weekend,Entire home/apt,2,FALSE,1,0,9,92,1,0.56,0.59
1273,Amsterdam,€ 436.34,Weekend,Entire home/apt,3,FALSE,0,0,9,90,1,3.31,0.52
1274,Amsterdam,€ 835.89,Weekend,Entire home/apt,2,FALSE,0,0,10,100,1,1.13,0.42
1275,Amsterdam,€ 833.55,Weekend,Entire home/apt,4,FALSE,0,0,10,97,2,2.38,0.48
1276,Amsterdam,€ 424.16,Weekend,Entire home/apt,2,FALSE,0,0,10,96,1,1.59,1.52
1277,Amsterdam,€ 602.25,Weekend,Entire home/apt,4,FALSE,0,0,10,97,1,2.18,1.40
1278,Amsterdam,"€ 1,425.96",Weekend,Entire home/apt,4,FALSE,0,0,9,95,2,0.69,0.61
1279,Amsterdam,€ 445.95,Weekend,Private room,2,FALSE,0,0,9,89,1,1.04,1.11
1280,Amsterdam,€ 267.85,Weekend,Private room,2,TRUE,1,0,9,95,1,2.47,1.50
1281,Amsterdam,€ 356.43,Weekend,Private room,2,TRUE,1,0,10,100,0,2.50,0.57
1282,Amsterdam,"€ 1,413.54",Weekend,Private room,4,FALSE,0,0,10,95,4,2.53,1.47
1283,Amsterdam,€ 479.46,Weekend,Entire home/apt,2,FALSE,0,0,9,95,1,4.77,0.28
1284,Amsterdam,"€ 1,473.77",Weekend,Entire home/apt,4,TRUE,0,0,10,99,3,1.05,0.81
1285,Amsterdam,€ 335.58,Weekend,Entire home/apt,2,FALSE,1,0,9,96,1,3.15,0.67
1286,Amsterdam,€ 623.11,Weekend,Entire home/apt,2,TRUE,1,0,10,98,1,1.75,1.64
1287,Amsterdam,€ 344.48,Weekend,Entire home/apt,3,FALSE,1,0,9,85,0,5.21,3.83
1288,Amsterdam,€ 290.11,Weekend,Private room,2,FALSE,1,0,8,82,1,2.21,1.21
1289,Amsterdam,€ 725.28,Weekend,Entire home/apt,2,FALSE,0,0,10,100,1,2.64,1.79
1290,Amsterdam,"€ 1,106.32",Weekend,Entire home/apt,2,TRUE,0,0,10,99,1,1.02,0.86
1291,Amsterdam,€ 438.92,Weekend,Entire home/apt,2,FALSE,1,0,10,93,1,2.53,0.34
1292,Amsterdam,€ 349.17,Weekend,Private room,2,FALSE,0,1,10,93,1,2.37,1.86
1293,Amsterdam,€ 737.23,Weekend,Entire home/apt,2,FALSE,0,0,8,80,1,2.45,0.63
1294,Amsterdam,€ 307.22,Weekend,Entire home/apt,2,FALSE,0,0,9,94,1,2.89,1.77
1295,Amsterdam,"€ 1,997.52",Weekend,Entire home/apt,6,FALSE,0,0,9,100,3,1.51,0.19
1296,Amsterdam,€ 638.81,Weekend,Entire home/apt,2,FALSE,0,0,9,99,1,4.03,0.87
1297,Amsterdam,"€ 1,137.02",Weekend,Entire home/apt,4,TRUE,0,0,10,97,3,3.20,0.54
1298,Amsterdam,€ 405.88,Weekend,Private room,4,FALSE,0,0,10,90,1,11.19,0.42
1299,Amsterdam,€ 749.65,Weekend,Entire home/apt,4,FALSE,0,0,10,97,2,3.76,2.30
1300,Amsterdam,€ 453.45,Weekend,Private room,2,FALSE,0,1,10,94,0,0.83,0.45
1301,Amsterdam,€ 474.30,Weekend,Entire home/apt,2,FALSE,0,1,9,91,0,0.74,0.51
1302,Amsterdam,€ 307.22,Weekend,Private room,2,FALSE,1,0,10,99,1,2.24,0.23
1303,Amsterdam,€ 762.07,Weekend,Private room,4,FALSE,0,0,10,100,2,1.28,1.20
1304,Amsterdam,€ 818.55,Weekend,Private room,2,FALSE,0,0,9,90,1,1.35,0.62
1305,Amsterdam,€ 649.12,Weekend,Entire home/apt,2,FALSE,0,0,10,100,1,1.59,1.51
1306,Amsterdam,€ 420.41,Weekend,Entire home/apt,2,TRUE,0,0,9,94,0,2.14,0.06
1307,Amsterdam,€ 206.45,Weekend,Private room,2,TRUE,0,0,10,99,0,6.37,3.66
1308,Amsterdam,€ 651.23,Weekend,Entire home/apt,2,FALSE,0,0,10,98,1,0.90,0.97
1309,Amsterdam,€ 897.05,Weekend,Entire home/apt,2,FALSE,0,0,10,96,1,3.25,0.73
1310,Amsterdam,€ 405.88,Weekend,Entire home/apt,2,FALSE,0,0,10,98,1,1.49,1.53
1311,Amsterdam,€ 216.53,Weekend,Private room,2,FALSE,0,0,10,94,1,10.90,0.20
1312,Amsterdam,€ 442.67,Weekend,Private room,2,FALSE,0,0,9,88,1,0.82,0.94
1313,Amsterdam,€ 325.73,Weekend,Private room,2,TRUE,1,0,10,95,1,3.25,0.82
1314,Amsterdam,"€ 1,352.14",Weekend,Entire home/apt,4,FALSE,0,0,9,97,2,0.61,0.63
1315,Amsterdam,€ 583.98,Weekend,Entire home/apt,4,FALSE,0,0,10,100,2,6.81,0.42
1316,Amsterdam,€ 688.02,Weekend,Entire home/apt,4,FALSE,0,0,9,98,3,4.06,2.14
1317,Amsterdam,€ 298.78,Weekend,Private room,4,FALSE,0,0,9,93,1,7.30,3.03
1318,Amsterdam,€ 405.88,Weekend,Entire home/apt,2,FALSE,1,0,10,100,1,2.85,1.15
1319,Amsterdam,€ 282.85,Weekend,Private room,2,TRUE,0,0,10,99,1,4.17,0.36
1320,Amsterdam,€ 645.37,Weekend,Entire home/apt,3,FALSE,0,0,10,97,2,9.46,0.52
1321,Amsterdam,€ 303.47,Weekend,Private room,4,FALSE,1,0,5,80,0,3.88,0.53
1322,Amsterdam,€ 497.74,Weekend,Private room,4,FALSE,1,0,10,98,1,1.37,0.15
1323,Amsterdam,€ 654.98,Weekend,Private room,2,FALSE,0,0,10,96,1,1.16,0.44
1324,Amsterdam,€ 436.34,Weekend,Entire home/apt,2,TRUE,0,0,10,97,1,2.40,1.51
1325,Amsterdam,€ 325.03,Weekend,Private room,2,TRUE,1,0,10,98,1,4.05,0.12
1326,Amsterdam,€ 582.80,Weekend,Private room,4,TRUE,1,0,10,96,2,3.92,0.20
1327,Amsterdam,€ 491.65,Weekend,Entire home/apt,4,FALSE,0,0,10,94,2,3.06,0.46
1328,Amsterdam,€ 626.63,Weekend,Entire home/apt,4,TRUE,0,0,10,98,2,4.78,0.46
1329,Amsterdam,€ 442.43,Weekend,Private room,2,TRUE,1,0,10,96,1,2.08,2.01
1330,Amsterdam,€ 262.93,Weekend,Shared room,3,TRUE,1,0,10,98,1,7.17,3.01
1331,Amsterdam,€ 491.88,Weekend,Entire home/apt,4,FALSE,0,0,10,96,1,5.24,0.47
1332,Amsterdam,€ 480.63,Weekend,Entire home/apt,2,FALSE,0,1,9,85,1,2.95,0.88
1333,Amsterdam,€ 768.17,Weekend,Entire home/apt,4,FALSE,1,0,9,89,3,2.53,1.95
1334,Amsterdam,"€ 2,501.11",Weekend,Entire home/apt,4,FALSE,0,0,9,100,1,1.43,1.20
1335,Amsterdam,€ 489.30,Weekend,Entire home/apt,2,FALSE,0,1,8,87,1,1.44,1.55
1336,Amsterdam,€ 774.26,Weekend,Entire home/apt,2,FALSE,0,0,10,100,1,1.07,0.95
1337,Amsterdam,€ 436.11,Weekend,Private room,2,FALSE,0,1,9,82,0,1.73,0.11
1338,Amsterdam,€ 436.11,Weekend,Private room,2,FALSE,0,1,8,78,0,1.76,0.13
1339,Amsterdam,€ 940.17,Weekend,Entire home/apt,4,FALSE,1,0,10,100,3,4.19,0.15
1340,Amsterdam,€ 774.26,Weekend,Entire home/apt,2,FALSE,0,0,9,93,1,0.35,0.42
1341,Amsterdam,€ 221.22,Weekend,Private room,2,FALSE,0,0,10,100,1,9.23,0.29
1342,Amsterdam,€ 482.74,Weekend,Entire home/apt,4,FALSE,0,0,10,96,1,2.07,1.95
1343,Amsterdam,€ 330.42,Weekend,Private room,2,FALSE,1,0,9,91,1,2.12,0.23
1344,Amsterdam,€ 261.99,Weekend,Private room,2,TRUE,0,0,10,94,1,4.11,1.04
1345,Amsterdam,"€ 2,458.46",Weekend,Entire home/apt,5,FALSE,0,0,10,100,3,1.16,0.91
1346,Amsterdam,€ 410.33,Weekend,Entire home/apt,2,FALSE,0,0,8,91,1,2.03,1.31
1347,Amsterdam,€ 771.92,Weekend,Entire home/apt,2,FALSE,0,0,9,96,1,2.67,0.62
1348,Amsterdam,€ 516.02,Weekend,Entire home/apt,4,TRUE,0,0,10,96,2,7.08,3.20
1349,Amsterdam,€ 651.23,Weekend,Entire home/apt,2,FALSE,1,0,9,97,1,1.25,0.50
1350,Amsterdam,€ 531.95,Weekend,Entire home/apt,2,FALSE,0,0,9,93,1,1.21,0.99
1351,Amsterdam,€ 491.65,Weekend,Entire home/apt,4,FALSE,0,0,9,96,2,6.33,4.41
1352,Amsterdam,"€ 1,652.10",Weekend,Entire home/apt,4,FALSE,0,0,10,100,3,0.95,0.82
1353,Amsterdam,€ 307.22,Weekend,Entire home/apt,2,TRUE,0,0,10,98,1,4.05,1.21
1354,Amsterdam,€ 354.09,Weekend,Private room,4,TRUE,0,0,10,100,2,7.45,2.46
1355,Amsterdam,€ 473.37,Weekend,Entire home/apt,3,FALSE,0,0,9,95,2,2.42,1.39
1356,Amsterdam,€ 436.34,Weekend,Private room,2,TRUE,0,0,10,98,1,0.73,0.31
1357,Amsterdam,€ 460.95,Weekend,Entire home/apt,2,TRUE,0,0,10,98,1,1.66,0.04
1358,Amsterdam,€ 553.04,Weekend,Entire home/apt,4,FALSE,0,0,9,99,3,8.15,3.31
1359,Amsterdam,€ 368.85,Weekend,Entire home/apt,2,FALSE,0,0,10,93,1,6.98,0.07
1360,Amsterdam,€ 634.12,Weekend,Private room,3,FALSE,0,1,10,92,0,0.50,0.28
1361,Amsterdam,"€ 1,044.69",Weekend,Entire home/apt,4,TRUE,0,0,9,94,2,1.74,0.38
1362,Amsterdam,€ 663.65,Weekend,Entire home/apt,2,FALSE,1,0,8,85,1,0.53,0.15
1363,Amsterdam,€ 270.43,Weekend,Private room,2,TRUE,1,0,10,99,1,2.47,0.33
1364,Amsterdam,€ 299.02,Weekend,Private room,2,TRUE,0,0,10,96,1,3.17,0.64
1365,Amsterdam,€ 550.47,Weekend,Entire home/apt,2,FALSE,1,0,10,96,1,2.75,1.70
1366,Amsterdam,€ 424.16,Weekend,Private room,3,FALSE,0,0,10,86,1,3.04,1.69
1367,Amsterdam,€ 474.07,Weekend,Entire home/apt,4,FALSE,0,0,10,100,2,7.49,3.32
1368,Amsterdam,€ 534.76,Weekend,Entire home/apt,2,FALSE,0,0,10,96,1,2.29,1.68
1369,Amsterdam,"€ 1,112.41",Weekend,Entire home/apt,4,FALSE,0,0,9,97,2,0.94,0.91
1370,Amsterdam,€ 243.25,Weekend,Private room,2,FALSE,1,0,9,92,1,7.10,0.20
1371,Amsterdam,"€ 1,170.06",Weekend,Entire home/apt,2,FALSE,0,0,9,97,2,2.35,0.67
1372,Amsterdam,€ 307.45,Weekend,Private room,2,FALSE,0,0,10,99,1,2.93,0.99
1373,Amsterdam,€ 352.68,Weekend,Entire home/apt,2,FALSE,0,0,9,96,1,4.75,0.29
1374,Amsterdam,€ 245.82,Weekend,Private room,2,TRUE,0,0,10,97,1,4.34,2.86
1375,Amsterdam,€ 321.98,Weekend,Private room,4,FALSE,1,0,9,94,1,0.64,0.71
1376,Amsterdam,€ 774.26,Weekend,Private room,4,TRUE,0,0,10,99,1,3.24,2.03
1377,Amsterdam,€ 860.26,Weekend,Entire home/apt,4,FALSE,0,0,10,96,2,1.61,1.15
1378,Amsterdam,"€ 1,030.16",Weekend,Entire home/apt,4,TRUE,0,0,9,95,1,1.78,0.39
1379,Amsterdam,€ 258.01,Weekend,Private room,2,FALSE,1,0,10,100,1,3.03,0.98
1380,Amsterdam,€ 582.80,Weekend,Entire home/apt,2,FALSE,0,0,10,99,1,2.30,0.38
1381,Amsterdam,€ 302.53,Weekend,Private room,2,FALSE,0,0,10,100,1,3.81,1.11
1382,Amsterdam,€ 688.02,Weekend,Entire home/apt,4,FALSE,0,0,8,91,2,4.89,0.83
1383,Amsterdam,€ 385.02,Weekend,Entire home/apt,2,TRUE,0,0,9,95,1,2.41,0.48
1384,Amsterdam,€ 518.59,Weekend,Entire home/apt,2,TRUE,1,0,10,97,0,1.13,0.74
1385,Amsterdam,€ 423.92,Weekend,Entire home/apt,3,FALSE,0,0,10,98,1,2.75,1.65
1386,Amsterdam,"€ 1,038.60",Weekend,Entire home/apt,2,FALSE,0,0,9,90,1,1.76,1.68
1387,Amsterdam,"€ 1,106.32",Weekend,Entire home/apt,4,FALSE,0,0,10,95,3,1.96,0.25
1388,Amsterdam,€ 395.80,Weekend,Private room,2,TRUE,1,0,10,100,1,2.14,0.47
1389,Amsterdam,€ 326.90,Weekend,Private room,2,FALSE,0,0,9,92,0,3.31,0.86
1390,Amsterdam,€ 614.44,Weekend,Entire home/apt,2,FALSE,0,0,10,98,1,1.35,1.13
1391,Amsterdam,€ 468.21,Weekend,Entire home/apt,2,FALSE,0,0,10,95,1,2.46,1.52
1392,Amsterdam,€ 258.01,Weekend,Private room,2,FALSE,0,0,9,90,1,6.32,1.96
1393,Amsterdam,"€ 1,751.46",Weekend,Entire home/apt,4,TRUE,0,0,10,98,2,2.14,0.24
1394,Amsterdam,€ 356.43,Weekend,Entire home/apt,2,FALSE,0,0,10,98,1,6.29,2.38
1395,Amsterdam,"€ 1,278.33",Weekend,Entire home/apt,4,TRUE,0,0,10,93,2,1.89,0.33
1396,Amsterdam,€ 321.98,Weekend,Private room,2,FALSE,0,0,9,89,0,2.01,0.40
1397,Amsterdam,€ 288.71,Weekend,Entire home/apt,2,FALSE,0,1,10,94,1,1.67,1.80
1398,Amsterdam,€ 304.88,Weekend,Private room,2,TRUE,1,0,10,97,1,2.29,1.71
1399,Amsterdam,€ 544.37,Weekend,Entire home/apt,2,FALSE,0,1,10,95,1,1.74,1.88
1400,Amsterdam,€ 442.67,Weekend,Entire home/apt,2,FALSE,0,0,10,96,1,3.19,1.23
1401,Amsterdam,€ 712.86,Weekend,Entire home/apt,2,FALSE,0,0,10,94,1,1.09,1.19
1402,Amsterdam,€ 356.43,Weekend,Private room,2,FALSE,0,0,10,100,1,1.87,0.84
1403,Amsterdam,€ 392.05,Weekend,Private room,2,FALSE,1,0,9,84,0,1.56,0.18
1404,Amsterdam,€ 264.34,Weekend,Private room,2,FALSE,1,0,10,97,1,3.55,2.44
1405,Amsterdam,€ 351.51,Weekend,Private room,2,TRUE,0,0,10,98,1,2.58,1.94
1406,Amsterdam,€ 491.88,Weekend,Entire home/apt,6,FALSE,0,0,10,90,3,4.05,0.68
1407,Amsterdam,€ 550.47,Weekend,Entire home/apt,2,FALSE,0,0,10,100,1,2.31,1.60
1408,Amsterdam,€ 553.04,Weekend,Entire home/apt,3,FALSE,0,0,10,100,1,1.48,1.44
1409,Amsterdam,€ 498.91,Weekend,Private room,2,TRUE,1,0,10,96,1,0.29,0.22
1410,Amsterdam,"€ 1,137.02",Weekend,Entire home/apt,4,TRUE,0,0,9,95,2,0.36,0.23
1411,Amsterdam,€ 268.09,Weekend,Private room,2,TRUE,0,0,10,99,0,8.40,3.35
1412,Amsterdam,"€ 1,210.60",Weekend,Entire home/apt,4,FALSE,1,0,9,87,3,7.97,3.45
