ID,City,Price,Attraction Index,Normalised Attraction Index,Restraunt Index,Normalised Restraunt Index
420,Amsterdam, € 657.32 ,156.46,8.28,206.88,14.42
421,Amsterdam, € 620.77 ,152.53,8.08,199.80,13.92
422,Amsterdam, € 618.19 ,152.47,8.07,200.52,13.97
423,Amsterdam, € 409.39 ,182.35,9.66,223.59,15.58
424,Amsterdam, € 507.58 ,185.44,9.82,239.98,16.72
425,Amsterdam, € 392.05 ,170.60,9.03,215.46,15.01
426,Amsterdam, € 737.23 ,453.96,24.04,816.93,56.92
427,Amsterdam, € 501.25 ,694.71,36.79,801.87,55.88
428,Amsterdam, € 700.44 ,163.44,8.65,213.12,14.85
429,Amsterdam, € 399.55 ,480.79,25.46,838.39,58.42
430,Amsterdam, € 300.89 ,162.30,8.59,211.52,14.74
431,Amsterdam, € 722.71 ,195.43,10.35,248.78,17.34
432,Amsterdam, € 306.05 ,194.50,10.30,243.68,16.98
433,Amsterdam, € 678.41 ,42.95,2.27,53.52,3.73
434,Amsterdam, € 418.06 ,409.67,21.69,561.43,39.12
435,Amsterdam, € 482.98 ,506.51,26.82,844.25,58.83
436,Amsterdam," € 1,542.43 ",447.81,23.71,488.65,34.05
437,Amsterdam, € 968.29 ,145.04,7.68,181.13,12.62
438,Amsterdam, € 767.93 ,300.26,15.90,367.56,25.61
439,Amsterdam, € 272.54 ,317.54,16.81,376.26,26.22
440,Amsterdam, € 624.28 ,149.77,7.93,188.08,13.11
441,Amsterdam," € 1,179.67 ",275.72,14.60,310.60,21.64
442,Amsterdam, € 602.25 ,155.45,8.23,195.03,13.59
443,Amsterdam, € 358.77 ,258.83,13.70,279.28,19.46
444,Amsterdam, € 943.69 ,327.57,17.35,316.73,22.07
445,Amsterdam, € 313.31 ,485.86,25.73,676.92,47.17
446,Amsterdam, € 452.28 ,372.87,19.74,495.93,34.56
447,Amsterdam, € 241.14 ,53.56,2.84,66.92,4.66
448,Amsterdam, € 393.46 ,59.79,3.17,77.27,5.38
449,Amsterdam, € 526.09 ,309.43,16.38,337.46,23.51
450,Amsterdam, € 704.19 ,104.05,5.51,131.80,9.18
451,Amsterdam, € 712.63 ,147.54,7.81,189.14,13.18
452,Amsterdam, € 553.04 ,140.95,7.46,188.58,13.14
453,Amsterdam, € 497.74 ,482.99,25.57,697.10,48.57
454,Amsterdam, € 356.43 ,730.70,38.69,789.75,55.03
455,Amsterdam," € 1,167.25 ",488.22,25.85,455.01,31.71
456,Amsterdam, € 860.26 ,483.97,25.63,846.38,58.98
457,Amsterdam, € 276.52 ,141.18,7.48,178.46,12.44
458,Amsterdam," € 1,450.33 ",585.60,31.01,830.81,57.89
459,Amsterdam, € 436.11 ,296.32,15.69,386.16,26.91
460,Amsterdam, € 362.52 ,569.24,30.14,842.76,58.72
461,Amsterdam," € 1,804.19 ",765.25,40.52,793.57,55.30
462,Amsterdam, € 423.92 ,459.41,24.33,685.09,47.74
463,Amsterdam, € 521.17 ,483.90,25.62,720.62,50.21
464,Amsterdam, € 491.65 ,41.35,2.19,51.39,3.58
465,Amsterdam, € 374.94 ,448.34,23.74,669.05,46.62
466,Amsterdam, € 718.96 ,137.88,7.30,184.29,12.84
467,Amsterdam, € 301.13 ,353.51,18.72,421.31,29.36
468,Amsterdam, € 277.69 ,314.72,16.66,389.15,27.12
469,Amsterdam, € 331.83 ,474.70,25.14,857.85,59.78
470,Amsterdam, € 228.72 ,81.11,4.29,100.43,7.00
471,Amsterdam, € 798.63 ,232.88,12.33,304.89,21.24
472,Amsterdam, € 228.72 ,81.11,4.29,100.43,7.00
473,Amsterdam, € 239.50 ,49.42,2.62,61.79,4.31
474,Amsterdam, € 301.13 ,96.08,5.09,120.04,8.36
475,Amsterdam, € 577.41 ,304.05,16.10,362.73,25.28
476,Amsterdam, € 368.85 ,148.42,7.86,186.18,12.97
477,Amsterdam, € 363.46 ,286.16,15.15,354.45,24.70
478,Amsterdam, € 387.13 ,532.90,28.22,766.40,53.40
479,Amsterdam, € 331.83 ,513.21,27.17,1044.51,72.78
480,Amsterdam, € 774.26 ,195.86,10.37,224.96,15.68
481,Amsterdam, € 337.92 ,534.07,28.28,818.77,57.05
482,Amsterdam, € 270.43 ,94.07,4.98,117.90,8.22
483,Amsterdam, € 280.04 ,167.60,8.87,209.81,14.62
484,Amsterdam, € 798.63 ,123.37,6.53,159.07,11.08
485,Amsterdam, € 743.56 ,451.99,23.93,462.89,32.25
486,Amsterdam, € 288.71 ,610.17,32.31,958.14,66.76
487,Amsterdam, € 384.79 ,324.05,17.16,431.27,30.05
488,Amsterdam, € 878.78 ,639.60,33.87,994.77,69.32
489,Amsterdam," € 1,567.03 ",769.48,40.74,839.00,58.46
490,Amsterdam, € 614.44 ,109.15,5.78,137.28,9.57
491,Amsterdam, € 337.68 ,158.28,8.38,199.46,13.90
492,Amsterdam, € 489.30 ,373.37,19.77,446.97,31.15
493,Amsterdam, € 764.42 ,396.79,21.01,542.34,37.79
494,Amsterdam, € 196.61 ,61.75,3.27,77.91,5.43
495,Amsterdam," € 1,044.69 ",615.70,32.60,830.78,57.89
496,Amsterdam, € 394.39 ,89.11,4.72,112.06,7.81
497,Amsterdam, € 721.53 ,135.63,7.18,173.90,12.12
498,Amsterdam, € 556.56 ,460.43,24.38,658.33,45.87
499,Amsterdam, € 762.07 ,484.32,25.65,605.46,42.19
500,Amsterdam, € 337.92 ,518.39,27.45,1435.10,100.00
501,Amsterdam, € 890.96 ,141.89,7.51,177.40,12.36
502,Amsterdam, € 410.56 ,91.81,4.86,115.07,8.02
503,Amsterdam," € 1,429.24 ",1029.73,54.52,689.89,48.07
504,Amsterdam, € 175.76 ,52.52,2.78,65.63,4.57
505,Amsterdam, € 280.04 ,298.28,15.79,382.10,26.62
506,Amsterdam, € 386.90 ,126.65,6.71,159.25,11.10
507,Amsterdam, € 522.34 ,187.33,9.92,229.71,16.01
508,Amsterdam, € 196.61 ,93.05,4.93,115.27,8.03
509,Amsterdam, € 288.71 ,291.35,15.43,368.16,25.65
510,Amsterdam, € 921.66 ,311.45,16.49,432.99,30.17
511,Amsterdam, € 362.52 ,58.32,3.09,72.10,5.02
512,Amsterdam, € 734.89 ,432.07,22.88,756.21,52.69
513,Amsterdam, € 393.46 ,382.86,20.27,542.97,37.83
514,Amsterdam, € 531.95 ,168.33,8.91,210.32,14.66
515,Amsterdam, € 295.27 ,66.59,3.53,83.26,5.80
516,Amsterdam, € 368.85 ,621.88,32.93,741.27,51.65
517,Amsterdam, € 196.61 ,57.08,3.02,71.27,4.97
518,Amsterdam, € 276.29 ,277.50,14.69,381.97,26.62
519,Amsterdam, € 378.69 ,117.22,6.21,149.42,10.41
520,Amsterdam, € 510.16 ,55.84,2.96,70.01,4.88
521,Amsterdam, € 700.44 ,428.47,22.69,496.70,34.61
522,Amsterdam, € 381.04 ,470.28,24.90,581.91,40.55
523,Amsterdam, € 209.03 ,73.36,3.88,91.30,6.36
524,Amsterdam," € 1,032.50 ",373.12,19.76,458.22,31.93
525,Amsterdam, € 491.65 ,447.73,23.71,663.00,46.20
526,Amsterdam, € 284.96 ,113.58,6.01,141.38,9.85
527,Amsterdam, € 325.50 ,837.30,44.34,772.00,53.79
528,Amsterdam, € 337.92 ,612.64,32.44,872.17,60.77
529,Amsterdam," € 1,002.98 ",352.90,18.69,458.12,31.92
530,Amsterdam, € 571.32 ,199.73,10.58,263.96,18.39
531,Amsterdam, € 215.12 ,85.98,4.55,108.10,7.53
532,Amsterdam, € 970.87 ,492.33,26.07,617.76,43.05
533,Amsterdam, € 405.41 ,337.48,17.87,337.84,23.54
534,Amsterdam, € 393.46 ,190.02,10.06,250.63,17.46
535,Amsterdam, € 909.47 ,198.37,10.50,244.28,17.02
536,Amsterdam, € 657.32 ,150.91,7.99,189.37,13.20
537,Amsterdam, € 288.71 ,106.49,5.64,133.46,9.30
538,Amsterdam, € 393.46 ,138.35,7.33,183.17,12.76
539,Amsterdam," € 1,892.53 ",407.10,21.56,487.49,33.97
540,Amsterdam, € 372.37 ,211.55,11.20,240.02,16.72
541,Amsterdam, € 583.98 ,180.23,9.54,236.55,16.48
542,Amsterdam, € 613.03 ,120.95,6.40,150.36,10.48
543,Amsterdam, € 348.93 ,123.50,6.54,157.38,10.97
544,Amsterdam, € 306.05 ,399.58,21.16,445.11,31.02
545,Amsterdam, € 276.29 ,343.81,18.21,335.45,23.37
546,Amsterdam, € 774.73 ,417.11,22.09,688.08,47.95
547,Amsterdam, € 568.98 ,140.17,7.42,177.18,12.35
548,Amsterdam, € 489.30 ,463.91,24.56,765.00,53.31
549,Amsterdam," € 1,259.58 ",553.49,29.31,549.01,38.26
550,Amsterdam, € 497.50 ,266.25,14.10,347.16,24.19
551,Amsterdam," € 1,166.31 ",163.00,8.63,204.55,14.25
552,Amsterdam, € 632.95 ,595.91,31.55,684.35,47.69
553,Amsterdam," € 1,072.81 ",474.53,25.13,532.23,37.09
554,Amsterdam, € 255.43 ,182.87,9.68,229.95,16.02
555,Amsterdam, € 337.92 ,71.55,3.79,88.56,6.17
556,Amsterdam, € 221.45 ,44.77,2.37,55.78,3.89
557,Amsterdam, € 253.32 ,44.86,2.38,55.88,3.89
558,Amsterdam, € 253.32 ,45.16,2.39,56.22,3.92
559,Amsterdam, € 253.32 ,45.55,2.41,56.69,3.95
560,Amsterdam, € 393.46 ,360.04,19.06,477.90,33.30
561,Amsterdam, € 504.07 ,499.40,26.44,1147.15,79.93
562,Amsterdam, € 399.55 ,378.07,20.02,475.17,33.11
563,Amsterdam," € 1,296.60 ",428.76,22.70,442.74,30.85
564,Amsterdam, € 907.13 ,239.49,12.68,311.58,21.71
565,Amsterdam, € 344.25 ,322.00,17.05,424.50,29.58
566,Amsterdam, € 539.22 ,363.98,19.27,443.29,30.89
567,Amsterdam, € 814.80 ,456.42,24.17,474.92,33.09
568,Amsterdam, € 614.44 ,150.30,7.96,193.62,13.49
569,Amsterdam," € 1,413.31 ",247.04,13.08,314.96,21.95
570,Amsterdam, € 796.29 ,157.65,8.35,200.16,13.95
571,Amsterdam, € 467.04 ,146.28,7.75,185.72,12.94
572,Amsterdam, € 346.59 ,261.95,13.87,348.22,24.26
573,Amsterdam, € 344.25 ,416.43,22.05,531.57,37.04
574,Amsterdam, € 438.92 ,92.29,4.89,114.80,8.00
575,Amsterdam," € 2,058.21 ",215.68,11.42,244.60,17.04
576,Amsterdam, € 276.29 ,62.14,3.29,79.59,5.55
577,Amsterdam, € 602.02 ,314.07,16.63,421.76,29.39
578,Amsterdam, € 337.92 ,73.11,3.87,90.50,6.31
579,Amsterdam, € 589.83 ,173.58,9.19,214.42,14.94
580,Amsterdam, € 424.16 ,123.89,6.56,159.75,11.13
581,Amsterdam, € 430.25 ,490.26,25.96,814.20,56.73
582,Amsterdam, € 410.56 ,501.25,26.54,752.10,52.41
583,Amsterdam, € 546.72 ,474.29,25.11,505.53,35.23
584,Amsterdam, € 430.25 ,464.15,24.58,741.56,51.67
585,Amsterdam, € 774.26 ,311.36,16.49,410.94,28.63
586,Amsterdam, € 577.41 ,204.33,10.82,252.60,17.60
587,Amsterdam, € 792.77 ,261.82,13.86,321.72,22.42
588,Amsterdam, € 454.85 ,331.12,17.53,416.24,29.00
589,Amsterdam, € 228.72 ,124.43,6.59,156.29,10.89
590,Amsterdam, € 221.22 ,71.48,3.78,89.25,6.22
591,Amsterdam, € 405.41 ,522.39,27.66,412.93,28.77
592,Amsterdam, € 405.41 ,435.34,23.05,376.31,26.22
593,Amsterdam, € 642.56 ,101.14,5.36,127.68,8.90
594,Amsterdam, € 618.19 ,213.09,11.28,267.87,18.67
595,Amsterdam, € 268.09 ,143.28,7.59,177.19,12.35
596,Amsterdam, € 299.72 ,111.95,5.93,138.75,9.67
597,Amsterdam, € 470.79 ,329.92,17.47,376.01,26.20
598,Amsterdam, € 385.49 ,254.61,13.48,333.34,23.23
599,Amsterdam, € 428.14 ,293.07,15.52,399.58,27.84
600,Amsterdam, € 342.61 ,267.05,14.14,328.38,22.88
601,Amsterdam, € 342.61 ,241.13,12.77,316.44,22.05
602,Amsterdam, € 393.46 ,594.86,31.50,794.71,55.38
603,Amsterdam, € 467.04 ,188.40,9.98,234.78,16.36
604,Amsterdam, € 417.83 ,130.92,6.93,167.38,11.66
605,Amsterdam, € 688.02 ,396.76,21.01,553.04,38.54
606,Amsterdam, € 417.83 ,81.71,4.33,102.70,7.16
607,Amsterdam, € 786.45 ,472.36,25.01,777.87,54.20
608,Amsterdam," € 1,007.66 ",474.68,25.13,812.58,56.62
609,Amsterdam, € 264.34 ,158.28,8.38,198.59,13.84
610,Amsterdam, € 551.64 ,339.40,17.97,393.82,27.44
611,Amsterdam, € 442.67 ,135.00,7.15,173.53,12.09
612,Amsterdam, € 390.88 ,317.16,16.79,396.49,27.63
613,Amsterdam," € 1,075.39 ",183.79,9.73,235.27,16.39
614,Amsterdam, € 307.22 ,66.90,3.54,82.85,5.77
615,Amsterdam, € 651.23 ,126.82,6.72,163.35,11.38
616,Amsterdam, € 546.72 ,155.78,8.25,186.11,12.97
617,Amsterdam, € 675.60 ,92.07,4.88,115.42,8.04
618,Amsterdam, € 321.75 ,467.46,24.75,830.73,57.89
619,Amsterdam, € 921.66 ,249.14,13.19,325.74,22.70
620,Amsterdam, € 209.03 ,97.95,5.19,121.62,8.47
621,Amsterdam, € 388.30 ,351.46,18.61,694.70,48.41
622,Amsterdam, € 725.05 ,123.23,6.52,160.92,11.21
623,Amsterdam, € 255.67 ,202.71,10.73,252.96,17.63
624,Amsterdam, € 245.82 ,250.07,13.24,336.47,23.45
625,Amsterdam, € 797.69 ,324.87,17.20,377.54,26.31
626,Amsterdam, € 299.72 ,179.42,9.50,217.97,15.19
627,Amsterdam, € 651.23 ,202.00,10.70,262.84,18.31
628,Amsterdam, € 528.44 ,122.94,6.51,152.97,10.66
629,Amsterdam, € 254.49 ,125.84,6.66,156.04,10.87
630,Amsterdam, € 177.16 ,58.27,3.09,72.19,5.03
631,Amsterdam, € 576.24 ,377.59,19.99,465.61,32.44
632,Amsterdam," € 1,290.28 ",661.63,35.03,590.67,41.16
633,Amsterdam, € 144.82 ,61.39,3.25,75.94,5.29
634,Amsterdam, € 501.49 ,331.62,17.56,455.78,31.76
635,Amsterdam, € 468.45 ,465.35,24.64,821.23,57.22
636,Amsterdam, € 459.78 ,525.92,27.85,740.44,51.59
637,Amsterdam, € 405.64 ,124.18,6.58,154.97,10.80
638,Amsterdam, € 624.28 ,406.37,21.52,567.31,39.53
639,Amsterdam, € 504.07 ,130.99,6.94,168.06,11.71
640,Amsterdam, € 768.17 ,175.41,9.29,215.33,15.00
641,Amsterdam, € 306.05 ,121.45,6.43,155.42,10.83
642,Amsterdam, € 497.74 ,222.71,11.79,285.57,19.90
643,Amsterdam, € 325.50 ,272.31,14.42,371.49,25.89
644,Amsterdam, € 737.23 ,269.70,14.28,340.84,23.75
645,Amsterdam, € 287.77 ,223.43,11.83,293.16,20.43
646,Amsterdam, € 952.59 ,167.90,8.89,215.50,15.02
647,Amsterdam, € 254.26 ,61.10,3.24,75.81,5.28
648,Amsterdam, € 250.51 ,163.65,8.67,203.99,14.21
649,Amsterdam, € 378.69 ,162.35,8.60,196.45,13.69
650,Amsterdam, € 205.28 ,80.43,4.26,100.42,7.00
651,Amsterdam," € 1,259.58 ",528.17,27.97,697.09,48.57
652,Amsterdam, € 258.01 ,218.29,11.56,268.37,18.70
653,Amsterdam, € 288.71 ,62.49,3.31,79.07,5.51
654,Amsterdam, € 375.88 ,215.61,11.42,278.92,19.44
655,Amsterdam, € 371.19 ,467.37,24.75,675.13,47.04
656,Amsterdam, € 958.45 ,60.77,3.22,77.64,5.41
657,Amsterdam, € 196.61 ,85.74,4.54,106.36,7.41
658,Amsterdam, € 370.02 ,228.83,12.12,287.49,20.03
659,Amsterdam, € 280.04 ,188.26,9.97,235.83,16.43
660,Amsterdam, € 814.57 ,289.20,15.31,314.11,21.89
661,Amsterdam, € 786.45 ,185.46,9.82,241.08,16.80
662,Amsterdam, € 313.31 ,113.95,6.03,141.71,9.87
663,Amsterdam, € 789.96 ,247.83,13.12,333.53,23.24
664,Amsterdam, € 356.43 ,109.71,5.81,136.13,9.49
665,Amsterdam, € 276.29 ,159.56,8.45,198.22,13.81
666,Amsterdam, € 144.82 ,60.96,3.23,75.38,5.25
667,Amsterdam, € 995.48 ,1003.31,53.13,840.51,58.57
668,Amsterdam," € 1,019.85 ",475.46,25.18,854.13,59.52
669,Amsterdam, € 363.70 ,517.71,27.41,924.12,64.39
670,Amsterdam, € 295.27 ,44.30,2.35,55.14,3.84
671,Amsterdam, € 639.05 ,272.80,14.44,338.32,23.57
672,Amsterdam, € 367.45 ,119.62,6.33,155.65,10.85
673,Amsterdam, € 362.52 ,121.73,6.45,159.21,11.09
674,Amsterdam, € 504.07 ,230.85,12.22,284.44,19.82
675,Amsterdam, € 691.54 ,141.84,7.51,179.46,12.50
676,Amsterdam, € 362.52 ,45.37,2.40,56.66,3.95
677,Amsterdam, € 201.53 ,148.91,7.88,186.86,13.02
678,Amsterdam, € 330.42 ,406.42,21.52,361.67,25.20
679,Amsterdam, € 572.73 ,119.33,6.32,151.76,10.57
680,Amsterdam, € 425.09 ,159.01,8.42,201.38,14.03
681,Amsterdam, € 651.23 ,192.05,10.17,251.97,17.56
682,Amsterdam, € 362.52 ,315.82,16.72,382.99,26.69
683,Amsterdam, € 423.92 ,230.65,12.21,284.38,19.82
684,Amsterdam, € 540.62 ,319.44,16.91,370.77,25.84
685,Amsterdam, € 374.94 ,737.81,39.07,759.78,52.94
686,Amsterdam, € 424.16 ,680.10,36.01,751.91,52.39
687,Amsterdam, € 442.43 ,345.34,18.29,510.99,35.61
688,Amsterdam, € 411.74 ,319.44,16.91,370.76,25.83
689,Amsterdam, € 430.25 ,551.16,29.18,695.47,48.46
690,Amsterdam, € 614.44 ,57.75,3.06,74.00,5.16
691,Amsterdam, € 405.64 ,172.34,9.13,214.65,14.96
692,Amsterdam, € 950.02 ,531.93,28.17,787.07,54.84
693,Amsterdam, € 342.84 ,241.78,12.80,266.96,18.60
694,Amsterdam, € 256.84 ,175.19,9.28,220.31,15.35
695,Amsterdam, € 319.41 ,442.90,23.45,609.13,42.45
696,Amsterdam, € 410.56 ,135.94,7.20,170.29,11.87
697,Amsterdam, € 700.44 ,197.37,10.45,258.58,18.02
698,Amsterdam, € 245.82 ,450.64,23.86,433.44,30.20
699,Amsterdam, € 534.76 ,170.60,9.03,220.79,15.38
700,Amsterdam, € 571.32 ,136.29,7.22,170.68,11.89
701,Amsterdam, € 356.43 ,329.47,17.45,405.36,28.25
702,Amsterdam," € 1,041.17 ",498.06,26.37,907.00,63.20
703,Amsterdam, € 768.64 ,365.63,19.36,479.32,33.40
704,Amsterdam, € 342.61 ,145.45,7.70,193.19,13.46
705,Amsterdam, € 430.25 ,273.55,14.48,344.94,24.04
706,Amsterdam, € 210.20 ,131.36,6.96,170.67,11.89
707,Amsterdam, € 301.13 ,61.77,3.27,76.45,5.33
708,Amsterdam, € 841.75 ,388.92,20.59,519.78,36.22
709,Amsterdam, € 614.44 ,131.62,6.97,167.50,11.67
710,Amsterdam, € 702.08 ,180.86,9.58,239.42,16.68
711,Amsterdam, € 380.57 ,143.18,7.58,181.08,12.62
712,Amsterdam, € 313.31 ,376.50,19.94,583.46,40.66
713,Amsterdam, € 337.92 ,196.08,10.38,238.68,16.63
714,Amsterdam, € 288.71 ,360.52,19.09,550.09,38.33
715,Amsterdam, € 199.89 ,161.96,8.58,207.44,14.45
716,Amsterdam, € 344.25 ,208.23,11.03,260.26,18.14
717,Amsterdam, € 282.85 ,466.59,24.71,549.71,38.30
718,Amsterdam, € 276.29 ,296.98,15.73,392.79,27.37
719,Amsterdam, € 251.92 ,268.85,14.24,353.79,24.65
720,Amsterdam, € 405.64 ,171.20,9.07,216.63,15.10
721,Amsterdam, € 283.79 ,135.17,7.16,168.12,11.71
722,Amsterdam, € 356.43 ,196.43,10.40,251.72,17.54
723,Amsterdam, € 244.42 ,258.91,13.71,339.09,23.63
724,Amsterdam, € 320.81 ,177.71,9.41,228.36,15.91
725,Amsterdam, € 645.37 ,541.88,28.69,755.58,52.65
726,Amsterdam," € 1,714.43 ",486.26,25.75,726.57,50.63
727,Amsterdam, € 564.06 ,181.30,9.60,210.12,14.64
728,Amsterdam, € 940.17 ,279.12,14.78,381.34,26.57
729,Amsterdam, € 465.63 ,398.55,21.10,450.13,31.37
730,Amsterdam, € 368.85 ,77.27,4.09,95.31,6.64
731,Amsterdam, € 491.65 ,393.04,20.81,449.60,31.33
732,Amsterdam, € 177.16 ,121.55,6.44,153.75,10.71
733,Amsterdam, € 391.82 ,344.13,18.22,450.76,31.41
734,Amsterdam, € 443.61 ,312.78,16.56,424.80,29.60
735,Amsterdam, € 565.23 ,69.38,3.67,85.84,5.98
736,Amsterdam, € 921.66 ,532.15,28.18,718.02,50.03
737,Amsterdam, € 950.02 ,322.39,17.07,342.20,23.84
738,Amsterdam, € 694.58 ,389.71,20.64,432.23,30.12
739,Amsterdam, € 313.31 ,54.93,2.91,67.75,4.72
740,Amsterdam, € 517.42 ,106.68,5.65,132.16,9.21
741,Amsterdam, € 288.71 ,81.19,4.30,101.27,7.06
742,Amsterdam, € 300.89 ,288.92,15.30,347.46,24.21
743,Amsterdam, € 479.46 ,118.61,6.28,151.15,10.53
744,Amsterdam, € 640.45 ,495.39,26.23,578.07,40.28
745,Amsterdam," € 1,066.48 ",236.90,12.54,313.48,21.84
746,Amsterdam, € 496.57 ,200.49,10.62,246.73,17.19
747,Amsterdam, € 420.41 ,189.07,10.01,246.32,17.16
748,Amsterdam, € 359.95 ,380.12,20.13,611.49,42.61
749,Amsterdam, € 421.34 ,130.71,6.92,174.84,12.18
750,Amsterdam, € 540.62 ,407.15,21.56,502.66,35.03
751,Amsterdam, € 251.92 ,128.66,6.81,164.72,11.48
752,Amsterdam, € 305.81 ,597.68,31.65,699.39,48.73
753,Amsterdam," € 1,228.88 ",325.42,17.23,378.54,26.38
754,Amsterdam, € 645.37 ,440.92,23.35,620.69,43.25
755,Amsterdam, € 645.37 ,434.70,23.02,599.40,41.77
756,Amsterdam, € 613.74 ,843.99,44.69,583.72,40.67
757,Amsterdam, € 245.82 ,76.73,4.06,94.76,6.60
758,Amsterdam, € 589.83 ,253.23,13.41,323.50,22.54
759,Amsterdam, € 534.53 ,181.52,9.61,225.68,15.73
760,Amsterdam," € 1,348.63 ",289.13,15.31,352.49,24.56
761,Amsterdam, € 464.46 ,752.30,39.83,576.45,40.17
762,Amsterdam, € 356.43 ,311.49,16.49,456.50,31.81
763,Amsterdam, € 387.13 ,418.03,22.14,497.82,34.69
764,Amsterdam, € 387.13 ,416.76,22.07,498.41,34.73
765,Amsterdam, € 304.64 ,220.55,11.68,243.64,16.98
766,Amsterdam, € 491.65 ,121.84,6.45,156.43,10.90
767,Amsterdam," € 1,348.63 ",246.83,13.07,300.15,20.91
768,Amsterdam, € 254.49 ,133.39,7.06,172.55,12.02
769,Amsterdam, € 473.13 ,115.75,6.13,143.15,9.98
770,Amsterdam, € 274.18 ,288.61,15.28,362.96,25.29
771,Amsterdam, € 647.48 ,343.36,18.18,402.13,28.02
772,Amsterdam, € 342.61 ,150.10,7.95,184.35,12.85
773,Amsterdam, € 632.95 ,65.28,3.46,80.90,5.64
774,Amsterdam, € 511.56 ,287.48,15.22,309.78,21.59
775,Amsterdam, € 354.32 ,296.21,15.68,314.54,21.92
776,Amsterdam, € 535.70 ,164.01,8.68,230.88,16.09
777,Amsterdam, € 271.83 ,128.23,6.79,160.94,11.21
778,Amsterdam, € 798.63 ,380.47,20.15,423.61,29.52
779,Amsterdam, € 325.50 ,120.98,6.41,156.08,10.88
780,Amsterdam, € 673.49 ,758.82,40.18,574.06,40.00
781,Amsterdam, € 699.04 ,375.83,19.90,462.68,32.24
782,Amsterdam, € 282.85 ,390.62,20.68,513.43,35.78
783,Amsterdam, € 491.65 ,533.35,28.24,759.35,52.91
784,Amsterdam, € 361.35 ,810.50,42.92,781.94,54.49
785,Amsterdam, € 331.83 ,213.34,11.30,279.83,19.50
786,Amsterdam, € 331.83 ,214.41,11.35,281.29,19.60
787,Amsterdam," € 1,199.59 ",144.24,7.64,181.90,12.67
788,Amsterdam, € 422.75 ,452.67,23.97,473.07,32.96
789,Amsterdam, € 319.64 ,110.22,5.84,136.37,9.50
790,Amsterdam, € 606.00 ,62.46,3.31,79.52,5.54
791,Amsterdam, € 351.04 ,99.98,5.29,128.49,8.95
792,Amsterdam, € 682.87 ,426.03,22.56,414.64,28.89
793,Amsterdam, € 675.84 ,110.48,5.85,137.53,9.58
794,Amsterdam, € 552.81 ,57.56,3.05,72.59,5.06
795,Amsterdam, € 233.64 ,143.66,7.61,178.91,12.47
796,Amsterdam, € 361.12 ,58.12,3.08,71.85,5.01
797,Amsterdam, € 476.88 ,76.83,4.07,95.73,6.67
798,Amsterdam, € 403.07 ,204.98,10.85,273.33,19.05
799,Amsterdam, € 669.74 ,415.15,21.98,541.33,37.72
800,Amsterdam, € 622.88 ,337.90,17.89,402.68,28.06
801,Amsterdam, € 454.85 ,195.47,10.35,231.58,16.14
802,Amsterdam, € 258.24 ,68.04,3.60,84.36,5.88
803,Amsterdam, € 639.98 ,101.46,5.37,135.16,9.42
804,Amsterdam, € 297.61 ,99.96,5.29,128.60,8.96
805,Amsterdam, € 309.56 ,114.89,6.08,148.65,10.36
806,Amsterdam, € 307.22 ,90.77,4.81,114.23,7.96
807,Amsterdam, € 281.44 ,85.32,4.52,105.67,7.36
808,Amsterdam, € 339.09 ,303.72,16.08,400.13,27.88
809,Amsterdam, € 279.10 ,87.74,4.65,108.67,7.57
810,Amsterdam, € 245.59 ,92.96,4.92,115.53,8.05
811,Amsterdam, € 921.66 ,481.96,25.52,508.25,35.42
812,Amsterdam, € 458.37 ,84.93,4.50,105.14,7.33
813,Amsterdam, € 313.31 ,328.17,17.38,434.66,30.29
814,Amsterdam, € 315.89 ,337.86,17.89,439.80,30.65
815,Amsterdam, € 699.04 ,352.63,18.67,421.33,29.36
816,Amsterdam, € 397.21 ,172.75,9.15,211.42,14.73
817,Amsterdam, € 504.07 ,582.52,30.84,547.20,38.13
818,Amsterdam, € 653.57 ,381.11,20.18,469.97,32.75
819,Amsterdam, € 258.24 ,62.06,3.29,76.69,5.34
820,Amsterdam, € 398.14 ,193.99,10.27,252.96,17.63
821,Amsterdam, € 798.63 ,496.19,26.27,813.32,56.67
822,Amsterdam, € 304.88 ,152.45,8.07,196.91,13.72
823,Amsterdam, € 449.46 ,267.14,14.15,331.87,23.12
824,Amsterdam, € 303.00 ,313.76,16.61,378.68,26.39
825,Amsterdam, € 292.46 ,486.67,25.77,734.69,51.19
826,Amsterdam, € 306.05 ,139.58,7.39,177.55,12.37
827,Amsterdam, € 403.07 ,478.13,25.32,478.28,33.33
828,Amsterdam, € 387.13 ,476.46,25.23,848.49,59.12
829,Amsterdam, € 250.74 ,93.62,4.96,116.34,8.11
830,Amsterdam, € 274.18 ,72.86,3.86,91.34,6.36
831,Amsterdam, € 447.59 ,562.00,29.76,844.68,58.86
832,Amsterdam, € 366.51 ,465.91,24.67,561.93,39.16
833,Amsterdam, € 426.03 ,132.72,7.03,164.68,11.48
834,Amsterdam, € 467.04 ,692.77,36.68,815.78,56.84
835,Amsterdam," € 1,198.18 ",413.61,21.90,519.53,36.20
836,Amsterdam, € 161.93 ,65.63,3.48,81.22,5.66
837,Amsterdam, € 550.47 ,813.33,43.07,654.88,45.63
838,Amsterdam, € 522.34 ,283.87,15.03,396.41,27.62
839,Amsterdam, € 764.42 ,140.01,7.41,186.64,13.01
